,Gamer_ID,Date of Entry,A1_1,Grouped A1_1,A1_2,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,C1,C2,CC2,C3,C4,Corrected C4,C5,C6,CC6,C7,C8,CC8,C9,C10,CC10,C11,C12,CC12,C13,C14,CC14,C15,Weighted Score,Good or Bad,D1,D2,D3,D4,D5,D6,D7,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,Action,Adventure,FPS,Fighting,Pointandclick,RPG,Simulation,Sports,Story-driven,Strategy,Variedthemesallinonegameex:recroom,puzzle,vrchat
38,39,5/16/2020 17:00,Viet Nam,Vietnamese,Asia,Male,Undergraduate school,A pet,26,Asian,"Single, never married",Employed for wages,Yes,No self-isolation/social distancing,Worried,3,2,3,4,2,3,5,2,3,5,3,2,5,3,2,3,1,4,4,1,4,5,3.666666667,Good,More than 3 years,Sports,Every week,1.5,3. Every week,Catching bugs,Like a rich,4,4,3,2,3,4,4,5,5,3,3,4,2,1,4,2,3,4,2,3,3,4,2,4,4,2,2,3,4,2,3,3,2,4,1,1,1,4,1,3,1,4,5,1,4,1,2,5,1,1,3,1,3,4,4,1,1,2,1,1,No,No,No,No,No,No,No,Yes,No,No,No,No,No
39,40,5/16/2020 17:16,Vietnamese,Vietnamese,Asia,Male,Undergraduate school,Both,23,Asian,"Single, never married",A student,Yes,4 days,A little,2,2,3,3,4,1,4,2,3,2,3,2,2,3,2,2,2,3,3,4,1,3,2.4,Bad,More than 3 years,"Action, Adventure, RPG, Strategy",Almost everyday,1.5,6. Less than every month,Fishing,Farmer house theme,3,4,4,2,2,4,3,4,4,4,4,2,2,3,4,4,4,3,2,3,3,2,2,3,2,2,3,4,4,2,3,4,5,4,2,2,2,2,2,3,4,2,3,2,2,3,3,3,3,2,3,3,4,3,3,3,3,3,3,3,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No
40,41,5/16/2020 20:11,Vietnamese,Vietnamese,Asia,Male,Graduate school and higher,Both,35,Asian,"Single, never married",Employed for wages,No,No self-isolation/social distancing,Worried,5,5,0,5,2,3,5,2,3,5,5,0,5,5,0,5,5,0,5,4,1,5,3.133333333,Good,More than 3 years,"Action, Adventure, RPG, Simulation",Almost everyday,1.5,2. Almost everyday,Planting trees/flowers,Natural,3,3,3,2,2,5,5,5,5,4,2,4,2,2,3,2,2,2,3,4,4,3,2,2,4,3,3,3,4,3,2,4,3,5,1,3,1,4,1,5,3,5,4,1,4,3,4,5,3,1,1,1,3,4,5,3,1,4,1,1,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
41,42,5/16/2020 21:42,American,American,US/Canada,Female,Undergraduate school,None,26,Other,"Single, never married",Out of work but not currently looking for work,Yes,More than a month,A little,3,5,0,5,1,4,5,2,3,5,2,3,5,5,0,3,5,0,3,5,0,5,2.933333333,Bad,More than 3 years,Action,Less than every month,7,1. Everyday,Visiting friends islands ,I don’t know ,3,3,4,4,2,3,3,2,5,2,1,4,1,2,3,4,3,1,2,4,4,4,2,2,4,2,1,1,5,2,2,5,5,5,1,2,1,5,1,5,2,3,3,1,2,5,2,5,3,1,1,1,4,3,5,3,2,5,1,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No
42,43,5/16/2020 22:20,Mixed nationalities,Other,Other,Male,High school,A garden,17,Asian,Married or domestic partnership,Out of work and looking for work,No,No self-isolation/social distancing,Worried,5,1,4,5,1,4,5,1,4,5,1,4,5,1,4,5,1,4,5,1,4,5,4.533333333,Good,More than 3 years,Simulation,Every week,1.5,2. Almost everyday,Fishing,M,3,3,3,3,3,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,No,No,No,No,No,No,Yes,No,No,No,No,No,No
43,44,5/16/2020 22:35,Vietnamese,Vietnamese,Asia,Male,Undergraduate school,Both,23,Asian,"Single, never married",A student,Yes,4 days,A little,2,2,3,3,4,1,4,2,3,2,3,2,2,3,2,2,2,3,3,4,1,3,2.4,Bad,More than 3 years,"Action, Adventure, RPG, Strategy",Almost everyday,1.5,6. Less than every month,Fishing,Farmer house theme,3,4,4,2,2,4,3,4,4,4,4,2,2,3,4,4,4,3,2,3,3,2,2,3,2,2,3,4,4,2,3,4,5,4,2,2,2,2,2,3,4,2,3,2,2,3,3,3,3,2,3,3,4,3,3,3,3,3,3,3,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No
44,45,5/17/2020 9:35,Vietnamese,Vietnamese,Asia,Male,Graduate school and higher,A garden,23,Asian,"Single, never married",A student,Yes,More than a month,Very worried,2,4,1,5,3,2,4,1,4,3,4,1,3,4,1,4,4,1,5,2,3,4,2.866666667,Bad,More than 3 years,"Action, Adventure, RPG, Sports",Almost everyday,3.5,2. Almost everyday,Fishing,Japanese Style,2,4,3,4,4,5,5,5,5,4,2,4,2,2,3,4,4,1,3,3,4,2,3,2,3,4,2,3,5,3,4,5,5,5,4,4,3,4,3,5,3,5,3,3,4,5,5,5,4,1,1,1,2,3,4,3,3,4,3,2,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No
45,46,5/18/2020 2:50,canadian,Canadian,US/Canada,Female,High school,Both,17,White,"Single, never married",A student,Yes,More than a month,Worried,4,2,3,4,2,3,4,2,3,5,4,1,4,5,0,4,3,2,4,3,2,4,3.133333333,Good,1-2 years,"RPG, Strategy",Almost everyday,1.5,1. Everyday,Fishing,winter cabin themes,3,4,2,3,3,5,4,5,2,4,2,4,2,2,3,3,2,3,3,3,2,2,2,3,3,4,4,4,4,4,3,4,4,4,1,3,1,4,1,5,3,4,4,2,4,4,4,4,4,1,1,1,4,3,4,3,1,4,3,1,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No
46,47,5/18/2020 2:57,Vietnamese,Vietnamese,Asia,Male,Graduate school and higher,A pet,25,Asian,"Single, never married",A student,No,No self-isolation/social distancing,Very worried,5,2,3,5,2,3,5,1,4,5,1,4,5,1,4,5,5,0,5,3,2,5,4,Good,More than 3 years,"Action, Adventure, RPG, Simulation",Everyday,3.5,1. Everyday,Catching bugs,Rural style,4,4,4,3,2,5,5,5,5,4,4,4,2,2,3,4,3,4,4,4,4,3,2,2,3,3,3,3,4,3,3,5,4,5,1,3,2,4,4,5,3,5,4,1,3,5,5,5,4,1,3,3,4,4,5,4,1,5,3,3,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
47,48,5/18/2020 2:58,Vietnamese,Vietnamese,Asia,Female,Undergraduate school,Both,28,Asian,"Single, never married",Employed for wages,Yes,More than a month,A little,5,3,2,4,3,2,5,1,4,5,5,0,5,5,0,5,5,0,5,5,0,5,3.133333333,Good,More than 3 years,"RPG, Simulation",Almost everyday,3.5,1. Everyday,Fishing,Japanese old town,4,4,4,2,3,5,5,5,5,4,2,4,2,1,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,2,5,5,5,5,5,1,1,1,4,3,5,5,1,4,1,1,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
48,49,5/18/2020 3:00, American,American,US/Canada,Female,Undergraduate school,A garden,22,Asian,"Single, never married",A student,Yes,More than a month,Worried,5,5,0,5,4,1,5,4,1,5,5,0,5,5,0,5,5,0,5,4,1,5,2.866666667,Bad,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,3.5,1. Everyday,Terraforming,Natural/ Rustic/ 70s-80s theme,3,2,4,4,3,5,5,5,5,4,1,3,1,4,4,4,4,4,4,4,4,4,4,4,3,4,3,2,5,5,5,5,5,5,1,5,1,1,3,5,5,5,5,1,5,5,5,5,3,1,1,1,5,5,5,5,1,5,5,1,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
49,50,5/18/2020 13:21,Viet nam,Vietnamese,Asia,Male,Graduate school and higher,None,20,Asian,"Single, never married",Out of work and looking for work,Yes,More than a week,Worried,3,3,2,4,2,3,4,2,3,4,2,3,4,4,1,4,3,2,4,2,3,4,3.2,Good,More than 3 years,RPG,Everyday,3.5,2. Almost everyday,Fishing,Old-fashioned,3,4,2,2,3,4,3,4,4,3,2,3,2,2,3,3,3,2,2,4,3,3,3,2,4,3,4,4,4,3,3,3,3,3,1,2,2,3,1,3,2,3,3,2,3,3,3,3,3,2,2,2,2,2,3,3,2,3,3,2,No,No,No,No,No,Yes,No,No,No,No,No,No,No
50,51,5/19/2020 11:36,American,American,US/Canada,Female,Undergraduate school,A pet,32,White,"Single, never married",Employed for wages,Yes,More than a month,A little,4,2,3,4,4,1,4,2,3,2,4,1,4,4,1,2,2,3,3,4,1,4,2.666666667,Bad,More than 3 years,"Adventure, RPG, Simulation, Strategy",Almost everyday,1.5,1. Everyday,Terraforming,Rustic,3,4,4,4,3,4,4,5,4,4,1,4,1,1,2,4,3,4,3,4,4,2,1,3,4,4,2,3,5,4,4,5,4,5,1,4,4,5,2,4,2,5,5,3,4,4,4,5,4,2,3,1,4,3,4,4,3,4,2,2,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
51,52,5/19/2020 11:57,Hong Kong,Chinese,Asia,Male,Undergraduate school,A pet,27,Asian,"Single, never married",Employed for wages,Yes,More than a month,A little,4,3,2,4,3,2,4,2,3,4,4,1,4,4,1,4,3,2,4,3,2,5,3.066666667,Bad,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Everyday,3.5,1. Everyday,Fishing,Not terraforming yet,4,4,3,2,3,4,4,4,4,4,2,3,2,2,3,4,3,2,2,2,2,2,2,3,4,4,4,4,4,1,2,4,3,4,1,2,2,2,1,3,2,3,3,3,2,4,4,3,3,2,2,2,2,2,2,2,2,3,1,1,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
52,53,5/19/2020 12:07,Chinese,Chinese,Asia,Female,Undergraduate school,A pet,24,Asian,Married or domestic partnership,Employed for wages,No,No self-isolation/social distancing,A little,3,3,2,5,1,4,5,3,2,2,4,1,4,4,1,3,4,1,2,5,0,5,2.666666667,Bad,More than 3 years,"Adventure, RPG, Simulation",Everyday,3.5,1. Everyday,Planting trees/flowers,Modern Town Theme,3,4,3,2,1,5,5,5,5,4,1,4,1,2,3,3,2,2,2,3,3,2,2,3,2,1,1,1,5,4,3,5,4,5,2,4,4,5,3,5,3,5,4,2,2,5,5,5,3,2,2,2,4,5,5,5,2,4,1,3,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
53,54,5/20/2020 3:19,Vietnamese,Vietnamese,Asia,Female,Undergraduate school,A pet,23,Asian,"Single, never married",Employed for wages,No,More than a month,Worried,3,4,1,4,2,3,4,4,1,4,2,3,4,4,1,3,4,1,3,4,1,4,2.666666667,Bad,2-3 years,"Simulation, Strategy",Less than every month,1.5,3. Every week,Terraforming,Build designated buildings and recreation arena,4,4,4,4,2,4,4,4,4,4,1,4,3,1,4,4,2,4,4,4,3,1,3,4,1,1,1,1,4,4,4,4,3,4,1,2,3,4,2,5,1,2,2,2,4,4,4,4,4,2,2,2,3,2,2,2,2,5,2,1,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
54,55,5/20/2020 10:08,American,American,US/Canada,Male,Graduate school and higher,Both,26,Hispanic or Latino,"Single, never married",Self-employed,Yes,More than a month,Very worried,3,4,1,4,2,3,5,2,3,5,4,1,4,4,1,4,3,2,4,3,2,5,3.133333333,Good,More than 3 years,"Action, Adventure, RPG, Strategy",Almost everyday,3.5,2. Almost everyday,Catching bugs,Relaxing,2,3,3,2,3,4,3,4,4,2,2,3,3,3,3,3,3,3,3,2,3,3,4,4,4,3,3,4,5,4,4,4,3,5,1,2,1,5,1,5,2,5,5,1,5,5,5,5,5,1,1,1,5,2,5,5,1,5,2,2,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No
55,56,5/20/2020 13:42,Japanese,Japanese,Asia,Female,Undergraduate school,A garden,25,Asian,"Single, never married",Employed for wages,Yes,More than a week,Worried,3,2,3,4,3,2,4,2,3,3,3,2,4,2,3,5,3,2,4,2,3,4,3.266666667,Good,0-1 years,Adventure,Almost everyday,1.5,1. Everyday,Catching bugs,、、,4,4,3,4,1,4,4,3,4,3,3,3,3,2,3,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3,3,4,3,4,1,2,1,1,1,3,2,4,4,1,1,2,3,4,3,1,3,1,3,3,3,3,1,3,2,1,No,Yes,No,No,No,No,No,No,No,No,No,No,No
56,57,5/20/2020 17:29,USA,American,US/Canada,Female,Undergraduate school,A pet,28,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,4,1,4,4,2,3,5,2,3,4,1,4,4,2,3,5,2,3,3,2,3,5,3.8,Good,2-3 years,"Action, Adventure, RPG",Every week,1.5,3. Every week,Fishing,Pet,3,4,3,3,4,5,4,4,4,3,4,3,3,4,3,3,4,4,3,3,3,4,4,3,3,4,3,3,4,5,4,3,4,5,2,2,1,4,2,4,5,4,5,1,4,5,4,4,5,2,1,2,1,4,4,5,2,4,2,1,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No
57,58,5/20/2020 23:03,United States of American,American,US/Canada,Female,Undergraduate school,Both,35,White,"Single, never married",Employed for wages,Yes,More than a month,Very worried,1,2,3,5,3,2,5,1,4,5,4,1,5,5,0,2,5,0,5,3,2,5,3,Bad,More than 3 years,"Action, Adventure, RPG, Strategy",Almost everyday,3.5,2. Almost everyday,interacting with villagers ,Serene,4,3,2,3,2,5,5,5,5,4,2,4,3,3,3,4,3,2,2,3,4,3,3,3,3,4,1,2,5,4,5,5,5,5,2,4,3,3,3,5,4,4,3,2,3,4,4,5,4,2,4,2,5,5,5,5,3,5,1,2,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No
58,59,5/20/2020 23:10,British,British,EU,Female,High school,Both,19,White,"Single, never married",A student,Yes,More than a month,A little,4,3,2,3,5,0,5,2,3,4,4,1,5,5,0,4,5,0,4,2,3,5,2.866666667,Bad,More than 3 years,"Adventure, Simulation",Everyday,3.5,1. Everyday,Terraforming,Natural forest ,4,4,4,4,3,5,5,5,5,4,1,4,1,2,4,4,3,2,3,3,4,4,1,3,4,4,1,1,5,5,5,5,5,5,1,1,1,4,1,5,4,5,5,1,4,4,4,4,4,1,1,1,5,3,4,4,1,4,2,4,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
59,60,5/20/2020 23:17,usa,American,US/Canada,Male,Undergraduate school,Both,33,White,Married or domestic partnership,Employed for wages,Yes,More than 3 weeks,Worried,4,1,4,4,2,3,4,1,4,4,3,2,4,1,4,4,2,3,4,1,4,4,3.733333333,Good,More than 3 years,Other,Almost everyday,3.5,3. Every week,Catching bugs,none,3,3,4,4,3,4,4,5,5,3,3,3,4,3,3,3,3,4,3,3,3,3,4,3,4,3,3,3,4,3,4,4,4,4,5,4,4,3,3,3,4,4,4,3,3,4,4,4,4,5,4,4,3,4,4,4,5,4,4,4,No,No,No,No,No,No,No,No,No,No,No,No,No
60,61,5/20/2020 23:25,TAIWAN,Taiwanese,Asia,Male,Undergraduate school,Both,27,Asian,"Single, never married",Employed for wages,Yes,More than a week,A little,4,2,3,5,1,4,4,3,2,4,1,4,4,1,4,4,2,3,5,2,3,4,3.8,Good,2-3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Almost everyday,3.5,3. Every week,Planting trees/flowers,hilly area,3,3,4,3,3,4,4,5,5,3,3,4,3,3,2,3,3,4,3,3,3,4,4,3,3,3,4,3,4,4,4,5,5,4,3,4,4,4,3,5,3,3,3,4,4,4,3,3,3,5,4,4,3,3,3,4,4,4,4,4,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
61,62,5/20/2020 23:30,usa,American,US/Canada,Male,Undergraduate school,Both,27,Black or African American,Married or domestic partnership,Employed for wages,Yes,More than 3 weeks,Worried,4,2,3,5,2,3,3,2,3,4,1,4,4,3,2,4,3,2,2,2,3,5,3.4,Good,2-3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Every week,3.5,2. Almost everyday,Planting trees/flowers,fields on a hill,3,3,3,4,3,4,4,4,5,3,3,3,4,4,3,3,3,4,4,3,3,3,4,3,4,3,3,3,4,3,4,4,5,5,5,4,3,2,3,3,4,4,4,5,4,4,3,4,5,4,4,3,3,3,4,4,5,4,4,4,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
62,63,5/20/2020 23:36, United States,American,US/Canada,Male,Undergraduate school,Both,32,Hispanic or Latino,Married or domestic partnership,Employed for wages,Yes,More than a month,Very worried,5,2,3,5,1,4,4,1,4,5,2,3,5,4,1,5,1,4,5,1,4,5,4.133333333,Good,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Almost everyday,2.5,3. Every week,Fishing,Clifftop museum,3,4,3,4,4,5,3,4,4,3,4,4,4,2,4,3,3,4,3,4,4,4,4,3,4,4,4,4,5,5,4,5,4,5,4,5,5,5,5,4,5,5,3,4,4,5,5,4,5,4,5,2,3,5,5,5,2,5,5,5,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
63,64,5/20/2020 23:37,UK,British,EU,Male,Graduate school and higher,Both,30,Black or African American,Married or domestic partnership,Employed for wages,Yes,More than 2 weeks,Very worried,4,1,4,4,1,4,4,2,3,5,3,2,4,1,4,4,3,2,4,2,3,5,3.733333333,Good,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Almost everyday,3.5,2. Almost everyday,Catching bugs,mountainous region,3,3,3,4,3,4,4,4,5,3,3,3,4,3,4,4,3,2,3,3,3,3,4,3,3,3,3,4,4,3,3,3,3,4,4,5,4,3,2,3,4,5,4,3,4,4,5,5,4,4,3,4,3,4,4,4,4,5,4,4,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
64,65,5/20/2020 23:37,Portuguese-Canadian,Canadian,US/Canada,Female,High school,None,20,White,"Single, never married",A student,Yes,More than a month,A little,4,5,0,4,4,1,5,2,3,5,5,0,5,4,1,3,5,0,4,5,0,5,2.666666667,Bad,More than 3 years,"Adventure, RPG, Simulation",Everyday,3.5,1. Everyday,Talking to my villagers. ,Countryside,3,3,3,4,2,5,5,5,5,4,3,4,1,1,3,3,2,1,2,3,4,4,3,2,4,2,2,2,5,5,5,5,4,5,1,3,1,3,2,5,5,5,3,1,3,5,4,5,5,1,2,1,5,3,5,5,1,5,2,1,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
65,66,5/20/2020 23:40,Filipino,Filipino,Asia,Male,Undergraduate school,Both,23,Asian,"Single, never married",Out of work but not currently looking for work,Yes,More than a month,Very worried,4,2,3,4,1,4,5,2,3,4,4,1,5,5,0,5,2,3,5,4,1,5,3.466666667,Good,More than 3 years,"RPG, Simulation, Sports",Everyday,3.5,1. Everyday,Fishing,I'm basing off my island from the game Persona 5,3,3,2,2,2,5,5,5,1,4,2,4,2,2,4,4,2,1,2,2,1,1,1,1,4,3,4,3,5,4,4,5,5,5,2,2,1,5,1,5,3,5,3,2,4,3,5,5,5,2,1,1,4,5,5,5,2,4,1,1,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
66,67,5/20/2020 23:42,American,American,US/Canada,Male,Undergraduate school,A pet,24,White,"Single, never married",A student,Yes,More than a month,Worried,1,2,3,4,3,2,5,3,2,5,4,1,4,5,0,3,2,3,5,3,2,5,3,Bad,More than 3 years,"Action, RPG, Simulation",Almost everyday,2.5,2. Almost everyday,The photo studio,Imitating previous games in the series,4,4,3,2,3,4,4,5,3,4,2,4,1,3,3,4,2,3,2,3,2,1,1,2,4,2,3,2,3,4,2,3,4,4,2,2,2,4,1,3,2,3,4,2,4,5,3,3,4,2,1,2,5,2,2,4,2,3,1,1,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No
67,68,5/20/2020 23:42,French,French,EU,Female,High school,A garden,24,White,"Single, never married",Out of work and looking for work,Yes,More than a month,Worried,3,3,2,4,3,2,4,1,4,5,3,2,5,3,2,2,4,1,3,4,1,5,3,Bad,More than 3 years,"RPG, Versus fighting",Everyday,10,1. Everyday,Terraforming,Space theme / anything not natural that can't exist irl,4,4,3,4,3,5,5,5,5,4,4,2,1,4,2,4,3,1,4,2,4,4,3,2,4,3,3,3,4,4,3,5,5,4,1,2,2,4,2,4,5,4,4,1,4,4,4,5,5,2,3,1,5,5,5,5,2,4,5,1,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No
68,69,5/20/2020 23:46,usa,American,US/Canada,Male,Graduate school and higher,Both,29,Hispanic or Latino,"Single, never married",Employed for wages,Yes,More than a week,Worried,4,3,2,4,2,3,5,2,3,4,1,4,4,2,3,4,1,4,4,3,2,5,3.666666667,Good,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Every week,3.5,3. Every week,Fishing,open country,3,3,3,4,3,4,4,4,4,3,2,3,3,4,3,3,3,3,4,4,3,2,3,3,3,3,3,4,4,3,3,2,3,4,4,5,5,3,4,3,4,4,4,5,5,4,3,4,1,4,4,3,4,4,4,3,4,5,5,4,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
69,70,5/20/2020 23:48,Canadian,Canadian,US/Canada,Male,Graduate school and higher,None,41,White,Divorced,Employed for wages,Yes,More than a month,Very worried,4,5,0,5,3,2,5,3,2,5,5,0,5,5,0,4,5,0,5,3,2,5,2.933333333,Bad,More than 3 years,"Action, Adventure, RPG, Simulation, Sports, Platformers",Almost everyday,20,1. Everyday,Visiting with my neighbors,Urban,4,4,4,4,3,5,5,5,5,4,3,4,3,2,3,3,2,2,3,3,4,2,3,2,3,3,2,3,5,4,5,5,5,5,1,2,1,3,1,5,4,5,5,1,5,5,4,5,5,2,1,1,5,2,5,5,2,5,4,1,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No
70,71,5/20/2020 23:49,Chinese,Chinese,Asia,Male,Graduate school and higher,None,26,Asian,"Single, never married",Employed for wages,Yes,More than a month,Worried,4,3,2,4,3,2,5,3,2,5,4,1,3,4,1,4,5,0,4,4,1,4,2.8,Bad,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Every week,2.5,1. Everyday,Decorating/Coming up with new ideas,Mix between modern and natural,2,2,2,3,3,5,5,3,5,4,1,4,1,3,2,3,2,1,2,3,4,2,1,1,3,4,2,1,4,4,3,4,4,4,1,3,2,3,2,4,4,4,3,2,3,4,5,4,5,2,3,2,5,3,4,4,4,3,4,4,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
71,72,5/20/2020 23:50,United States,American,US/Canada,Female,Undergraduate school,Both,29,White,Married or domestic partnership,Employed for wages,Yes,More than 3 weeks,Very worried,5,1,4,5,2,3,5,1,4,5,1,4,5,4,1,5,1,4,3,2,3,5,4.066666667,Good,2-3 years,"Action, Adventure, RPG, Simulation",Everyday,3.5,2. Almost everyday,Planting trees/flowers,Zoo,3,2,4,3,4,5,4,5,5,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,5,5,5,5,5,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,3,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
72,73,5/20/2020 23:52,usa,American,US/Canada,Male,Undergraduate school,Both,30,Black or African American,Married or domestic partnership,Employed for wages,Yes,7 days,Worried,4,2,3,5,3,2,4,2,3,5,2,3,3,2,3,4,2,3,5,3,2,4,3.533333333,Good,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Almost everyday,3.5,2. Almost everyday,Terraforming,none,3,3,3,3,4,4,4,3,3,4,3,3,3,4,4,3,2,3,3,4,4,3,2,3,3,4,4,3,4,4,4,4,5,4,3,3,3,2,3,3,3,4,4,3,4,4,5,5,4,3,3,5,4,4,4,3,3,4,5,4,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
73,74,5/20/2020 23:58,usa,American,US/Canada,Male,Undergraduate school,A pet,25,White,Married or domestic partnership,Self-employed,No,No self-isolation/social distancing,A little,3,2,3,3,2,3,3,3,2,3,2,3,4,3,2,3,2,3,4,2,3,3,3,Bad,1-2 years,Adventure,Every week,2.5,3. Every week,Terraforming,okinteresting,2,2,2,4,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,No,Yes,No,No,No,No,No,No,No,No,No,No,No
74,75,5/20/2020 23:59,uk,British,EU,Male,Graduate school and higher,Both,25,White,"Single, never married",Employed for wages,Yes,7 days,Worried,4,3,2,5,1,4,4,3,2,4,2,3,5,2,3,3,2,3,5,1,4,4,3.666666667,Good,More than 3 years,"Simulation, Strategy, Sports",Almost everyday,3.5,2. Almost everyday,Planting trees/flowers,dol,3,3,3,4,3,4,3,3,5,3,3,4,4,3,3,3,3,4,3,3,3,3,4,3,3,3,3,4,4,4,3,3,4,4,4,4,5,3,3,4,3,4,4,3,4,5,5,4,4,3,3,4,4,5,5,4,4,5,5,4,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No
75,76,5/21/2020 0:06,us,American,US/Canada,Female,Undergraduate school,A pet,25,White,Married or domestic partnership,Employed for wages,No,4 days,A little,3,2,3,3,3,2,3,2,3,4,3,2,3,3,2,4,2,3,3,3,2,4,2.933333333,Bad,1-2 years,Adventure,Every week,1.5,3. Every week,Terraforming,okinteresting,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3,2,2,3,2,2,2,2,3,3,2,2,3,3,2,2,No,Yes,No,No,No,No,No,No,No,No,No,No,No
76,77,5/21/2020 0:06,usa,American,US/Canada,Male,Undergraduate school,Both,32,Hispanic or Latino,Married or domestic partnership,Employed for wages,Yes,More than 3 weeks,Very worried,4,1,4,5,2,3,3,2,3,4,1,4,5,2,3,3,2,3,4,2,3,4,3.666666667,Good,2-3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Almost everyday,2.5,2. Almost everyday,Fishing,mountain,3,3,4,4,3,4,4,4,4,4,3,2,3,3,3,3,3,4,3,4,3,3,2,3,3,3,4,3,4,3,2,3,3,4,4,5,4,4,3,3,4,4,4,5,4,3,4,4,5,4,3,4,4,4,5,5,4,4,3,4,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
77,78,5/21/2020 0:09,American,American,US/Canada,Female,High school,Both,21,Asian,"Single, never married",A student,Yes,More than a month,Very worried,2,4,1,4,2,3,5,2,3,4,5,0,5,5,0,2,4,1,4,2,3,5,2.8,Bad,More than 3 years,"Adventure, Simulation, Visual Novels",Everyday,3.5,1. Everyday,Planting trees/flowers,Natural looking cliffs and water,4,4,4,4,3,5,5,5,5,4,3,4,1,3,4,4,4,3,3,4,4,4,3,4,4,4,3,4,5,4,5,5,5,5,2,3,2,5,1,5,5,5,5,2,5,5,5,5,5,2,2,1,5,5,5,5,2,5,5,1,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
